#心中的古装剧Top1#,Query time: 2023-12-21 20:13:26
当然是近期 大 热 大 爆 的《一念关山》，里面关于 家 国 大 义。兄弟情义。爱情友情。都描述的立意深远。对宁远舟的诠释，真的让我对宁远舟爱到疯狂。好爱宁远舟为家 国 大 义，为了黎 民 百 姓，征 战，殉 国，成为大 英 雄。好爱宁远舟的六道堂兄弟，为了信念 当然是近期 大 热 大 爆 的《一念关山》，里面关于 家 国 大 义。兄弟情义。爱情友情。都描述的立意深远。对宁远舟的诠释，真的让我对宁远舟爱到疯狂。好爱宁远舟为家 国 大 义，为了黎 民 百 姓，征 战，殉 国，成为大 英 雄。好爱宁远舟的六道堂兄弟，为了信念，为了道义，成为被铭记的 英 雄。好爱宁远舟对待兄弟的情意，好爱宁远舟流转在眼神中的爱意与珍惜。刘宇宁的演技，细节化，渗透化，把宁远舟的前后内核都诠释得流畅完整。推荐大家去看我们的《一念关山》哦。,2023-12-20 23:38
//://://://://://:,2023-12-20 23:38
那必然是陈情令了！,2023-12-20 23:38
《陈情令》在我心中不可替代，无法逾越。,2023-12-20 23:38
如今的古装剧完全沦为偶像剧的大卖场，所以想问下，近几年的古装剧中，有不走偶像流量路线的剧吗？像《大明王朝1566》《大秦帝国之裂变》的历史正剧、像《少年包青天》《大宋提刑官》的探案悬疑剧如今还有人在拍吗？ ,2023-12-20 23:38
//://://://://://:,2023-12-20 23:38
那必须是陈情令 玉骨遥 ,2023-12-20 23:38
//://:,2023-12-20 23:38
lyxlyx罗云熙澹台烬永远是我的心头好冥夜永远是我的意难平沧九旻也超棒,2023-12-20 23:38
lyx那就不得不得说到我们一番大男主罗云熙的大爆剧长月烬明了，7000万播放量，带动蚌埠180亿的旅游GDP。,2023-12-20 23:37
梦华录 刘亦菲yyds ,2023-12-20 23:37
cy20年的夏天，一只小鸟落我肩，超爱这个唯美的画面，从此认识了一个叫成毅的优秀演员成毅  英雄志|卢云|莲花楼|李相夷|李莲花|南风知我意|傅云深|狐妖小红娘王权篇|王权富贵|,2023-12-20 23:37
当然是陈情令！ ,2023-12-20 23:37
琅琊榜,2023-12-20 23:37
我家小疯子永远是第一 ,2023-12-20 23:37
必须是一念关山啊啊啊啊啊宁远舟太爱了,2023-12-20 23:37
刘宇宁宁远舟|刘宇宁燕子京|刘宇宁一念关山|刘宇宁珠帘玉幕|刘宇宁魏劭|刘宇宁折腰|刘宇宁卓不凡|刘宇宁天行健|刘宇宁帝林|刘宇宁紫川 |期待刘宇宁更多的角色,2023-12-20 23:37
花千骨啊丽神大爆 ,2023-12-20 23:37
周生如故 锦衣之下 莲花楼 ,2023-12-20 23:37
永远忘不掉的19年盛夏！忘不了的陈情令！还有一直相爱的太子妃妃，走不出的记忆就是最好的电视剧！ ,2023-12-20 23:37
那还得是知否！！！,2023-12-20 23:37
锦衣之下yyds，陆绎眼神开车yyds ,2023-12-20 23:37
我这几天又重刷了一遍锦衣之下 谁不为陆绎着迷呢,2023-12-20 23:37
//://://://://:,2023-12-20 23:37
仙剑三没人能比 ,2023-12-20 23:37
陈情令 ,2023-12-20 23:37
陈情令永远的top1 ,2023-12-20 23:37
估计得是莲花楼，过去三个多月了念念不忘，真的好帅 ,2023-12-20 23:37
琉璃美人煞 ,2023-12-20 23:37
仙剑奇侠传，步步惊心，楚乔传，花千骨，长歌行,2023-12-20 23:37
提名任嘉伦《周生如故》，小南辰王西州近日可好期待任嘉伦三部待播剧《武庚纪》《流水迢迢》《无忧渡》,2023-12-20 23:37
是我澹台烬永远的神,2023-12-20 23:37
CY莲花楼最好看的古装武侠探案剧 ,2023-12-20 23:37
这个就必须是《周生如故》了，去各平台看一下，都是哭我王的，一到下雪就都成了西洲百姓，周生辰已经是多少人心中的意难平，也是一种情绪,2023-12-20 23:37
仙剑奇侠传 ,2023-12-20 23:37
陈情令 ,2023-12-20 23:36
那必须长相思啊。我最最喜欢的叶十七涂山璟。一把把我拽进内娱的邓为小狐狸,2023-12-20 23:36
如果说一直最爱。应该是仙剑一 那时候刷了无数遍 ,2023-12-20 23:36
古剑奇谭 长月烬明 莲花楼,2023-12-20 23:36
//://://://:,2023-12-20 23:36
当然是我裴行俭,2023-12-20 23:36
长月烬明 ,2023-12-20 23:36
//://://://:,2023-12-20 23:36
《一念关山》,2023-12-20 23:36
陈情令当之无愧,2023-12-20 23:36
"古装天花板任嘉伦每部戏都是TOP1, 《大唐荣耀》《锦衣之下》《周生如故》部部经典，明年还有有三部头部大戏!权谋《流水迢迢》，男频《武庚纪》，悬疑探案《无忧渡》，谁能逃得过任嘉伦的古装!",2023-12-20 23:36
那必然是四月份的长月烬明那必然是我的澹台烬我的黑月光,2023-12-20 23:36
《陈情令》yyds！！！我心中永远的top1好剧永不过时,2023-12-20 23:36
rjl我提名任嘉伦周生如故，周生辰！雪落长安里 如故念周生一到下雪天就想到了皇叔周生辰周生辰永远的白月光！【期待任嘉伦流水迢迢+无忧渡+武庚纪】,2023-12-20 23:36
当然是仙剑奇侠传三啦 ,2023-12-20 23:36
lyxlyx自然是今年大爆的长月烬明 热播期7006w突破优👖天花板 成为史冠 剧情是所有仙侠剧有史以来最新颖的 至今观众还无法忘记那个跪在雪地的质子,2023-12-20 23:36
我心中的top有点多，但共同点就是都是主演的最爱周生如故和锦衣之下，当然最好的“老公”永远在下一个流水迢迢的卫昭？无忧渡的宣夜？还是烈焰之武庚纪的狗哥哥？我一点都不贪心，我都要都要,2023-12-20 23:36
罗云熙长月烬明,2023-12-20 23:36
必须古剑奇谭 百里屠苏yyds,2023-12-20 23:36
檀健次 ,2023-12-20 23:36
今年夏天最火的剧是陈情令 ,2023-12-20 23:36
莲花楼 ,2023-12-20 23:36
说实话脑子里第一个想到的还是18年的《香蜜》 ,2023-12-20 23:36
那必须得有刘亦菲的神雕侠侣 ,2023-12-20 23:36
时影殿下有仙人之姿，而且剧的立意也是以天下大义，谁还没被“学法者何为，以拯黎元危难”而打动 ,2023-12-20 23:36
陈情令！ ,2023-12-20 23:36
rjl大唐荣耀，锦衣之下，周生如故...阿广，陆大人，小南辰王，长意...你们石头剪刀布吧还有接下来的宣夜，武庚，卫昭，妈耶你让我怎么选任嘉伦 任国超 ,2023-12-20 23:36
甄嬛传 香蜜 长相思都好看！ ,2023-12-20 23:36
是收获到无数好评的刘诗诗任如意的新剧《一念关山》。刘诗诗用她的绝美演技征服了观众。 ,2023-12-20 23:35
,2023-12-20 23:35
是罗云熙演得史诗级仙侠巨制长月烬明,2023-12-20 23:35
,2023-12-20 23:35
仙剑奇侠传 ,2023-12-20 23:35
这个冬天也很想澹台烬,2023-12-20 23:35
啊 近些年的这些剧也配吗,2023-12-20 23:35
就是《陈情令》,2023-12-20 23:35
唯一一部n刷的。,2023-12-20 23:35
《知否》全员演技在线 ,2023-12-20 23:35
CY这还用问吗？必须是成毅莲花楼了 ,2023-12-20 23:35
罗云熙主演的长月烬明！ ,2023-12-20 23:35
琅琊榜 ,2023-12-20 23:35
今年我心中的古装剧top是《安乐传》龚俊饰演的太子韩烨，以凡人之躯比肩神明！爱苍生也护一人，以身止戈不负天下不负卿！,2023-12-20 23:35
苍兰诀 莲花楼 周生如故 ,2023-12-20 23:35
天冷了，澹台烬，我想你了。 ,2023-12-20 23:35
我觉得《卿卿日常/》真的很好看,2023-12-20 23:35
我心中第一，长月烬明澹台烬 ,2023-12-20 23:34
甄嬛传 知否 武林外传 大明王朝1566…很多啊！！！ ,2023-12-20 23:34
我们阿令放到今年也是吊打别剧的存在！！！//://://:,2023-12-20 23:34
//://://:,2023-12-20 23:34
//://://://://:,2023-12-20 23:34
,2023-12-20 23:34
《莲花楼》，必须是《莲花楼》，《莲花楼》今年在我心里已经是TOP1的古装武侠剧，剧情不拖沓，很紧凑，越看到后面越好看，也是我唯一一部13刷的古装武侠剧，长尾效应还是很厉害的，《莲花楼》真的很好看！ ,2023-12-20 23:34
我觉得是长相思啊杨紫分饰两角，玟小六和小夭演的都好好，而且长相思的很多空镜拍的超级有意境，已经N刷了，真的好希望第二季搞快点,2023-12-20 23:34
长歌行！！！我心中的古装剧top1！,2023-12-20 23:34
,2023-12-20 23:34
°🌸‿(* ⁰̴͈꒨⁰̴͈)=͟͟͞͞➳❤我喜欢你 )‿🌸°乱世谁人长久。俪辞行，江湖白首。解得谜案，局中自见，武林风骤。蜡炬往昔，今朝痴恨，风流难朽。水龙吟世啸，拨云见熙，浩然如昼。恭迎唐俪 °🌸‿(* ⁰̴͈꒨⁰̴͈)=͟͟͞͞➳❤我喜欢你 )‿🌸°乱世谁人长久。俪辞行，江湖白首。解得谜案，局中自见，武林风骤。蜡炬往昔，今朝痴恨，风流难朽。水龙吟世啸，拨云见熙，浩然如昼。恭迎唐俪辞吟啸武林，期待一番大男主剧《水龙吟》震烁九天！那肯定是罗云熙啦,2023-12-20 23:34
那必须是古装天花板任嘉伦,2023-12-20 23:34
lyx☁️ིྀ | w̆̈ă̈n̆̈ă̈n̆̈趁着星星和月亮都在，悄悄说声：你真可爱,2023-12-20 23:34
西游记 ,2023-12-20 23:34
请看刘亦菲的梦华录真正的大爆特爆现象级，破圈层古装剧，讨论度爆表，收录进100个时代热词中播出一年后还陆陆续续有线下联名，带火线下经济 ,2023-12-20 23:34
//://://://:,2023-12-20 23:34
只能是琅琊榜。这部剧就没有一个配角,2023-12-20 23:34
,2023-12-20 23:34
周生如故，东宫 ,2023-12-20 23:34
//://:,2023-12-20 23:34
让我想到了初见成毅的琉璃，一下子闯进我心里！沉香如屑的应渊君！还有今年刚见的莲花楼楼主李莲花成毅的古装永远是我心中的NO.1,2023-12-20 23:33
喜欢成毅的每一部剧，每一个角色,2023-12-20 23:33
陈情令！！！ ,2023-12-20 23:33
《安乐传》啊，上影制作+优酷宣发+谢颖带人，三尊真神，四个导演四个制片六个编剧八个自家演员。全员上桌，buff叠满，超级好看,2023-12-20 23:33
//://://://:,2023-12-20 23:33
必须陈情令啊,2023-12-21 20:13
实至名归属于成毅 ,2023-12-21 20:12
yz我心中的古装剧top1当属今年大爆剧大女主长相思杨紫小夭，爆剧爆人！[杨紫小夭]丨[杨紫黄瀛子] ,2023-12-21 20:12
肯定是《山河令》啊！那么多copy精模仿怪孜孜不倦，抄袭山河令的剧情，模仿山河令的妆造。还要偷我们山河令两位男主说过的话，复刻我们山河令的人设。时至今日，温客行和周子舒扮演者盛世美颜精湛演技，内在风骨气韵，真心换真心让那么多人感同身受深深共鸣，依然无人能及。 ,2023-12-21 20:10
..刘宇宁宁远舟刘宇宁一念关山宁远舟宁远舟宁远舟一念关山刘宇宁宁远舟刘宇宁一念关山,2023-12-21 20:10
当然是成毅了！成毅是个认真努力优秀的好演员，能遇见你喜欢你支持你是我的幸运。我们会与你一同前进！,2023-12-21 20:10
古装唯看罗云熙！我心里除了罗云熙没有人值得关注！,2023-12-21 20:08
在我心中yyds当然是罗云熙了，说到这儿了那就期待罗云熙的作品待播古装剧《颜心记》，在拍古装剧《水龙吟》,2023-12-21 20:04
rjl期待任嘉伦主演的《流水迢迢》卫昭/萧无瑕,2023-12-21 20:03
这个好难选啊 只要是成毅老师出演的 在我心里都是Top 1,2023-12-21 20:02
xk近五年的古装剧，你心中的Top1是千古玦尘，真的格局、特效、布景、演技都十分出彩，而许凯白玦就是我最喜欢的角色，神的仪态和战神的状态真的很玦。,2023-12-21 20:01
近5年来古装剧千古玦尘不配有名字？ ,2023-12-21 19:59
罗云熙！这哥是真的扛剧啊！一播古装剧直接血洗🫘，👖平台独播直接断层史冠，周边消额国剧断层史冠。一播小众现代剧上🐑8次黄直接破1。果然不管男女老少都喜欢看实力派帅哥演员哈哈哈哈哈，是观众坚定选择罗云熙,2023-12-21 19:57
这部古装剧用自己原生头发撑妆造？确实震惊到，小田自己的发量能够撑起来这部剧的妆造她的黑长直造型妥妥的白月光top1，果然真美女不需要浓妆就很漂亮,2023-12-21 19:53
cy成毅莲花楼成毅哥哥，天气不够好没关系，你够好就行啦成毅，你囤于银河，又占据我心。认识你愈久，愈觉得，你是我人生行路中一处清喜的水泽。,2023-12-21 19:51
cy成毅，喝水想着你，吃饭想着你，合眼闭眼间出现的全是你你是春柳抚风🌱你是夏日清风🍉你是秋日硕果🍊你是冬日暖阳🌞玉树临风美少年，意气风发搞事业，期待演员成毅 ———成毅哥哥的果子,2023-12-21 19:50
古剑，三生三世！永远的top，还有扶摇也很爱 ,2023-12-21 19:49
cy他的演技酝酿着踏实的力量，如同灵动的花火，在心底中绽放。成毅，你是我的一眼惊鸿 ，也是我的岁月余生,2023-12-21 19:49
cy成毅的演技就像那棵沉稳树木，深厚的根系扎进心底，承载着所有情感和经历。成毅的演技像是九曲黄河，汇聚了万千情感和经历。,2023-12-21 19:48
rjl任嘉伦《周生如故》是我心中的TOP1️⃣👑,2023-12-21 19:48
cy成毅 莲花楼，不过成毅最好的剧永远是下一部,2023-12-21 19:47
我心中的古装男神是任嘉伦,2023-12-21 19:35
⚡⚡⚡⚡任嘉伦就是个宝藏男孩。努力、上进、正直、能演能唱还能跳、长得帅身材好、头发还多到爆感觉一个缺点都找不到⚡⚡⚡⚡⚡⚡⚡⚡任嘉伦就是个宝藏男孩。努力、上进、正直、能演能唱还能跳、长得帅身材好、头发还多到爆感觉一个缺点都找不到⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡,2023-12-21 19:34
看过来！周子舒他是唯一！,2023-12-21 19:34
一念关山 ,2023-12-21 19:31
期待新作流水迢迢，无忧渡，烈焰之武庚纪早日播出，再创佳绩。 ,2023-12-21 19:28
先预订古装天花板任嘉伦明年三部头部大戏!权臣攻略《流水迢迢》，热血漫改《烈焰武庚纪》，悬疑探案《无忧渡》，各种题材你都值得拥有,2023-12-21 19:23
那必须仪态气质，文戏武戏都很棒！ ,2023-12-21 19:22
我投给了“《陈情令》”~ 哈哈哈哈，我们阿令，绝对优势！,2023-12-21 19:20
好喜欢这首歌//:《逆水寒》顾惜朝二十年弹指一挥间，故人依旧，悲欢与共！,2023-12-21 19:12
任嘉伦无论哪一年，他都是我的top.1 毫无任何犹豫。红衣卫昭鲨疯了～期待任嘉伦待播古装剧～《无忧渡》《烈焰之武庚纪》《流水迢迢》,2023-12-21 19:11
身世笼罩在迷雾，无忧渡口无忧树垂暮风宵长柳叶，独自月下挥舞剑万物中皆有方圆，缘深缘浅难预言阴谋环绕在身边，清除祸害人世间妖邪可惧，人心叵测，却有使命担肩故而生忧；有解百忧者，渡人渡妖亦渡情,2023-12-21 18:58
我都不知道，那么热爱你,2023-12-21 18:51
看周生如故被锤入任嘉伦的坑底，考古锦衣之下和大唐荣耀也连喊这个任yyds，不敢想象他的待播剧《无忧渡》《烈焰之武庚纪》《流水迢迢》播出我有多快乐,2023-12-21 18:36
长月烬明 ,2023-12-21 18:35
阳光迷恋大地，问候由表及里；雨水连接天地，牵挂拉近距离；花朵香气四溢，带着微笑开始新的一天,2023-12-21 18:32
🧚🏻‍♀️ʚ ɞ*:.☽23①无忧渡～渡无忧世界上有三种夜：昨夜、今夜、还有任嘉伦的宣夜‼️期待我们的玄豹宣夜2024期待早日与你相见任嘉伦rjlrjlrjl,2023-12-21 18:20
,2023-12-21 18:14
近五年内周生如故 ,2023-12-21 18:11
cycy成毅领衔主演的武侠探案悬疑剧《莲花楼》，真的是看你千遍也不厌倦！,2023-12-21 17:47
刘宇宁宁远舟lyn🍇lyn🌸刘宇宁一念关山lyn🍄lyn🪻🌻🌻感谢刘宇宁塑造了一个这么鲜活有魅力的宁远舟！刘宇宁值得更多赞赏。《一念关山》肯定是，欢迎大家来看《一念关山》🌻🌻,2023-12-21 17:46
唯有任嘉伦小南辰王周生辰,2023-12-21 17:43
陈情令,2023-12-21 17:37
爱伦任他傲游天地间，嘉人喜爱心久伴。伦家可盐又可甜，我愿未来可相见。喜君来与明月现，欢声一片人亦安，你我同心永不变。,2023-12-21 17:33
永恆的山河令⛰️我的心還在皚皚雪山之上,2023-12-21 17:32
什么?男主宣夜是个捉妖师🤠?自己还是个大黑豹?五把宝剑都有不同的反噬功能?🤕打完架突然打瞌睡😴??说谎话会变匹诺曹🤥•᷄ࡇ•᷅，还有一个小 跟 屁 虫灵宠ʕ ᵔᴥᵔ ʔ🐥?想要解锁更多欢迎关注快乐码头无忧渡!且看宣夜如何渡人🤸‍♂️渡妖🤸‍♀️亦渡己✨  什么?男主宣夜是个捉妖师🤠?自己还是个大黑豹?五把宝剑都有不同的反噬功能?🤕打完架突然打瞌睡😴??说谎话会变匹诺曹🤥•᷄ࡇ•᷅，还有一个小 跟 屁 虫灵宠ʕ ᵔᴥᵔ ʔ🐥?想要解锁更多欢迎关注快乐码头无忧渡!且看宣夜如何渡人🤸‍♂️渡妖🤸‍♀️亦渡己✨｜电视剧无忧渡｜任嘉伦无忧渡｜任嘉伦宣夜｜ 🌴🐆🐆🐆,2023-12-21 17:22
陈情令,2023-12-21 17:17
小夭的性格基底在于悲悯与坚韧，洞察世故却不刻薄狭隘，并且，她的这份善良不是平白无故的，而是历经跌宕坎坷之后、有选择性的善良。【杨紫｜麦承欢｜承欢记｜黄瀛子｜要久久爱｜杨紫小夭｜杨紫玟小六｜大王姬｜杨紫长相思｜骆佳｜女缉毒警｜电影猎毒】小夭的性格基底在于悲悯与坚韧，洞察世故却不刻薄狭隘，并且，她的这份善良不是平白无故的，而是历经跌宕坎坷之后、有选择性的善良。【杨紫｜麦承欢｜承欢记｜黄瀛子｜要久久爱｜杨紫小夭｜杨紫玟小六｜大王姬｜杨紫长相思｜骆佳｜女缉毒警｜电影猎毒】,2023-12-21 16:59
,2023-12-21 16:59
,2023-12-21 16:57
我最喜欢（香蜜沉沉烬如霜）中的凤凰，喜欢（晴雅集）中的博雅。邓伦演的太好了，台词功底太优秀了。长相也无比帅气。让我无法忘怀。 ,2023-12-21 16:57
"我想去看看我的月亮，看他一直悬在天上闪闪发光。I want to see my moon, and see it shining in the sky.",2023-12-21 16:54
“倘若爱意有声，那相柳对小夭的爱意必然是震耳欲聋”只有重情重义重爱的相柳，才值得我心中的top1！,2023-12-21 16:53
期待新作流水迢迢，无忧渡，烈焰之武庚纪早日播出，再创佳绩。 ,2023-12-21 16:48
杨紫古装YYDS天乩之白蛇传说白夭夭 香蜜沉沉烬如霜锦觅 长相思玟小六/小夭 每一部每一个角色都是我最爱 期待长相思第二季和国色芳华,2023-12-21 16:41
《香蜜沉沉烬如霜》《沉香如屑》《星汉灿烂》《梦华录》《唐朝诡事录》《琉璃》还有想不起来了，真的都好好看 ,2023-12-21 16:41
我心中的古装top1，檀健次——相柳！无可替代，无人能及！,2023-12-21 16:41
23年已接近尾声，感恩这个冬天最美的遇见～感谢，我结识了那个睿智，有情有义，有责任心，心怀天下且深情的宁远舟～感谢宁远舟，我认识了这个真诚善良，乐观强大且优秀的刘宇宁 23年已接近尾声，感恩这个冬天最美的遇见～感谢，我结识了那个睿智，有情有义，有责任心，心怀天下且深情的宁远舟～感谢宁远舟，我认识了这个真诚善良，乐观强大且优秀的刘宇宁～他的身上有种淡然的强大，管你世间如何污秽不堪，我自污秽中不染一尘～他说：他用了五年时间让大家承认了他歌手的身份，他同样可以再用五年证明他演员的身份～他总是做得比说得多。他完美诠释了那个自泥藻中踏万千血海而来的宁远舟，其实，他与宁远舟何其相似，他懂宁远舟的隐忍，他理解他的无奈，他心疼他的遭遇，他体会的了他的家国大义，兄弟情深～他赋予了宁远舟灵魂，宁远舟给予了他强大的核心精神，他与角色相辅相成，谁也离不开谁～外界无数的谩m，无数的指责，铺天盖地而来，良言一句三冬暖，恶语伤人六月寒～宁哥，你的隐忍让人心疼你要积蓄你的能量，眷顾你的善良，变得勇敢起来。当这个世界越来越坏，我只希望你能越来越好。最后，我想说一念关山是23年我心中的古装天花板，刘宇宁的宁远舟是我认定的男主天花板～～刘宇宁宁远舟刘宇宁燕子京刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥,2023-12-21 16:39
cy最难忘的剧当属爆爆楼，心中的古装剧Top1，剧中的无论是少年得志天下第一的李相夷，还是放下一切救赎他人的李莲花，都演到了观众们的心坎里，暑期唯一网台双爆，口碑热度齐飞！成毅更是凭借对角色的出色诠释成毅南风知我意｜傅云深 cy最难忘的剧当属爆爆楼，心中的古装剧Top1，剧中的无论是少年得志天下第一的李相夷，还是放下一切救赎他人的李莲花，都演到了观众们的心坎里，暑期唯一网台双爆，口碑热度齐飞！成毅更是凭借对角色的出色诠释成毅南风知我意｜傅云深｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷,2023-12-21 16:37
cycy心中的古装剧Top1，当然是成毅今年的爆剧《莲花楼》啦！当真是极好看的！12月14日起，CCTV-8每天12:30-16:00四集连播古装武侠悬疑探案剧《莲花楼》。12月23日下午14:30贵阳星空影院（恒峰店） 🪷《莲花楼》里江湖见！12月27日起，贵州卫视每晚 cycy心中的古装剧Top1，当然是成毅今年的爆剧《莲花楼》啦！当真是极好看的！12月14日起，CCTV-8每天12:30-16:00四集连播古装武侠悬疑探案剧《莲花楼》。12月23日下午14:30贵阳星空影院（恒峰店） 🪷《莲花楼》里江湖见！12月27日起，贵州卫视每晚19:35播出古装武侠悬疑探案剧《莲花楼》。一起来CCTV-8、贵州卫视、看《莲花楼》，看成毅精彩演绎的李相夷/李莲花，和李莲花成毅一起共赴莲花楼，江湖探案。成毅 南风知我意｜傅云深｜英雄志｜卢云｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷,2023-12-21 16:34
必须梦华录 ,2023-12-21 16:28
期待刘宇宁的跨年演唱，好多年没看过跨年晚会了，第一次看刘宇宁的表演(✧◡✧),2023-12-21 16:16
我心中的古装top1，那必须是檀健次饰演相柳呀！那是我心中的白月光呀！,2023-12-21 16:10
"他的演技无可挑剔,他的人品善良到了极致,始于颜值,忠于人品,身为一个演员,他做到了演技,颜值,人品共存。成毅｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷  | 南风知我意 | 傅云深 ",2023-12-21 16:08
刘宇宁宁远舟lyn🍇lyn🌸刘宇宁一念关山lyn🍄lyn🪻🌻🌻感谢刘宇宁塑造了一个这么鲜活有魅力的宁远舟！刘宇宁值得更多赞赏。《一念关山》肯定是，欢迎大家来看《一念关山》🌻🌻 ,2023-12-21 16:07
刘宇宁全网都在找你有点儿事儿说，你什么时候出来直播,2023-12-21 16:04
那必须是幂姐啊！《聊斋》的小倩，《神雕侠侣》的郭襄，《仙剑三》的雪见、夕瑶，《宫》的晴川，《美人心计》的雪鸢，《古剑奇谭》的风晴雪，《三生三世》的白浅，《扶摇》等等，不要太多经典角色！ ,2023-12-21 16:02
刘宇宁宁远舟lyn🍇lyn🌸刘宇宁一念关山lyn🍄lyn🪻🌻🌻感谢刘宇宁塑造了一个这么鲜活有魅力的宁远舟！刘宇宁值得更多赞赏。《一念关山》肯定是，欢迎大家来看《一念关山》🌻🌻 ,2023-12-21 16:01
“当流星划过天际的那一刻，坠落的满天星光都不及你万分.”你是耀眼而璀璨的光𝐘𝐨𝐮 𝐚𝐫𝐞 𝐚 𝐛𝐫𝐢𝐠𝐡𝐭 𝐚𝐧𝐝 𝐬𝐡𝐢𝐧𝐢𝐧𝐠 𝐥𝐢𝐠𝐡𝐭.🎐任嘉伦｜任嘉伦周生如故周生辰｜任嘉 “当流星划过天际的那一刻，坠落的满天星光都不及你万分.”你是耀眼而璀璨的光𝐘𝐨𝐮 𝐚𝐫𝐞 𝐚 𝐛𝐫𝐢𝐠𝐡𝐭 𝐚𝐧𝐝 𝐬𝐡𝐢𝐧𝐢𝐧𝐠 𝐥𝐢𝐠𝐡𝐭.🎐任嘉伦｜任嘉伦周生如故周生辰｜任嘉伦周生如故小南辰王｜任嘉伦周生如故｜✨rjl✨rjl✨rjl✨rjl✨rjl✨,2023-12-21 16:00
长相思第一季很多出圈台词桑甜儿的：“女人不要做依附别人的藤萝，要自立自强”玟小六的：“授人以鱼不如授人以渔”强烈推荐给大家去看，整个剧情格局非常大！，最恢宏的画卷，最动人的故事，最浩大的恩怨，最纠结的爱恨尽在长相思 。长相思第一季很多出圈台词桑甜儿的：“女人不要做依附别人的藤萝，要自立自强”玟小六的：“授人以鱼不如授人以渔”强烈推荐给大家去看，整个剧情格局非常大！，最恢宏的画卷，最动人的故事，最浩大的恩怨，最纠结的爱恨尽在长相思 。,2023-12-21 15:59
,2023-12-21 15:58
rjl在我心中没有比任嘉伦的周生如故更让我长情的古装剧，剧中的经典台词，每一个剧粉基本上都琅琅上口，那个在平行世界的小南辰王，你还好么,2023-12-21 15:53
哇偶 宁哥在哪跨年 俺就在哪,2023-12-21 15:53
"古装天花板任嘉伦每部戏都是TOP1, 《大唐荣耀》《锦衣之下》《周生如故》部部经典，明年还有有三部头部大戏!权谋《流水迢迢》，男频《武庚纪》，悬疑探案《无忧渡》，谁能逃得过任嘉伦的古装!",2023-12-21 15:48
刘宇宁宁远舟lyn🍇lyn🌸刘宇宁一念关山lyn🍄lyn🪻🌻🌻感谢刘宇宁塑造了一个这么鲜活有魅力的宁远舟！刘宇宁值得更多赞赏。《一念关山》肯定是，欢迎大家来看《一念关山》🌻🌻 ,2023-12-21 15:46
在我这儿，只要《流水迢迢》没来，Top1永远是周生辰的。千载长安，周生如故，卫昭来了再说,2023-12-21 15:44
就宁远舟噢，他这个人设，感觉就是个天花板了，听我唠唠～～1️⃣忠诚但不愚忠，忠君但也怼wudi～2️⃣有底线有原则，迫使andi坦白己罪但不杀andi～3️⃣心中大义为先，干啥想啥做啥决定，都先考虑的是百姓，先人后己，就超有人格 就宁远舟噢，他这个人设，感觉就是个天花板了，听我唠唠～～1️⃣忠诚但不愚忠，忠君但也怼wudi～2️⃣有底线有原则，迫使andi坦白己罪但不杀andi～3️⃣心中大义为先，干啥想啥做啥决定，都先考虑的是百姓，先人后己，就超有人格魅力还不个人英雄主yi～4️⃣知世故而不世故，就，他的智商能准确识别朝政腌臜并避免，能跟给自己喂毒药的讨厌鬼共处，就感觉有些高尚，然后还很尊重女性，就难得～5️⃣见多识广而深情，宁头啥没见过，从抗拒到沉溺，然后变成唯一，，，总之这样的设定，，编剧导演真的很阔以。。😘🎈然后，说说我为啥沉溺：1️⃣喜欢宁头人设，人格魅力，会觉得当他手下的女提及也很好，有追求，有前途～2️⃣宁头好看啊，长得高，还帅，手还好看，声音还好听，，，当路人，做朋友，都很好啊～3️⃣想成为宁远舟，想也能潇洒恣意，也能坚定自己多好～,2023-12-21 15:43
