#心中的古装剧Top1#,Query time: 2023-12-21 20:13:26
少年人 应不负天真衣衫褴褛快意身风波沉 手上剑犹温赴世间 疏狂纵平生任我 白云苍狗明月折眉峰任我 沧海平川一骑俠气九州同此行 孤身匆匆杀尽樊笼为何而相逢賜我飘零魂换我笑天公………《宿命相逢》热血坚定的曲调与钟 少年人 应不负天真衣衫褴褛快意身风波沉 手上剑犹温赴世间 疏狂纵平生任我 白云苍狗明月折眉峰任我 沧海平川一骑俠气九州同此行 孤身匆匆杀尽樊笼为何而相逢賜我飘零魂换我笑天公………《宿命相逢》热血坚定的曲调与钟汉良充满穿透力的嗓音完美融合！豪情壮志生动诠释！《逆水寒》顾惜朝二十年弹指一挥间，故人依旧，悲欢与共！1.13在南京再相遇！🍀🍀zhl🌷感谢,2023-12-21 11:59
必须得是莲花楼呀！成毅演的李相夷走路带风，眼角眉梢都是肆意的潇洒，他放纵不羁，桀骜难驯。后来李莲花孤身一人，隐匿人间，肩背消瘦，气质清冷，不再有放肆的开怀和凌云的少年意气。成毅真的演出来了岁月悠长，山河无恙，出走半生的悠悠之感！李莲花和 必须得是莲花楼呀！成毅演的李相夷走路带风，眼角眉梢都是肆意的潇洒，他放纵不羁，桀骜难驯。后来李莲花孤身一人，隐匿人间，肩背消瘦，气质清冷，不再有放肆的开怀和凌云的少年意气。成毅真的演出来了岁月悠长，山河无恙，出走半生的悠悠之感！李莲花和李相夷看似天壤之别，可是他依然拥有着一颗九死不悔的赤子之心，他心中依旧装着天地人间，他仍然是那个名副其实的天下第一。2023.11.19李莲花李相夷混剪,2023-12-21 11:57
仙剑奇侠传三，宫，古剑奇谭，三生三世十里桃花，扶摇，饰演的角色都很经典。,2023-12-21 11:57
男演员暂时没有，但是女演员倒是有很多，比如杨幂的郭襄，雪见，夕瑶，雪鸢，玲珑，晴川，晴雪，白浅，扶摇，海市等…都很经典啊，还有待播剧里面的涂山红红，我已经开始期待了，谢谢,2023-12-21 11:55
,2023-12-21 11:55
//:《逆水寒》顾惜朝二十年弹指一挥间，故人依旧，悲欢与共！,2023-12-21 11:54
你是我的山川坎坷，你是我的江河澄澈；你是我的分寸隔阂，你是我的人间值得。,2023-12-21 11:54
我投给了“《陈情令》”~,2023-12-21 11:54
小时候爱《新还珠格格》《仙剑奇侠传三》《宫锁心玉》《花千骨》后来爱《招摇》《天雷一部之春花秋月》《锦衣之下》《长风渡》《星汉灿烂》……现在在追《一念关山》《神隐》 ,2023-12-21 11:53
任嘉伦这么牛？惊到我了，他已经快两年没有播古装了，去年的请君是民国剧，今年的暮色心约是现代剧。看来观众的眼睛还是雪亮的，心里也是敞亮的。 ,2023-12-21 11:52
陈情令,2023-12-21 11:52
陈情令，莲花楼，山河令，没了 ,2023-12-21 11:52
一部我可说不完！《仙剑三》《宫》《古剑奇谭》《三生三世十里桃花》……杨幂，古装的神！非常期待杨幂的待播东方玄幻剧《狐妖小红娘月红篇》，期待杨幂带来更多的经典！,2023-12-21 11:52
喜欢一念关山，喜欢里面的所有角色，期待你们再合作,2023-12-21 11:50
长月烬明大爆剧，我心中古装剧Top1，全球烬化，罗云熙太优秀了lyx,2023-12-21 11:50
顾惜朝惊才绝艳,2023-12-21 11:48
任嘉伦的古装剧呀。《大唐荣耀》《锦衣之下》《周生如故》部部经典，任嘉伦被誉为古装天花板。任嘉伦还有三部待播古装剧，志怪捉妖题材《无忧渡》，漫改热血男频《烈焰之武庚纪》，古装权谋大剧《流水迢迢》，一整个期待住了～时光如“流水”，奔 任嘉伦的古装剧呀。《大唐荣耀》《锦衣之下》《周生如故》部部经典，任嘉伦被誉为古装天花板。任嘉伦还有三部待播古装剧，志怪捉妖题材《无忧渡》，漫改热血男频《烈焰之武庚纪》，古装权谋大剧《流水迢迢》，一整个期待住了～时光如“流水”，奔流见明天～,2023-12-21 11:47
,2023-12-21 11:47
,2023-12-21 11:46
,2023-12-21 11:46
2023肖战的电视剧霸屏，两部电视剧4个月上星近20轮 ！《梦中的那片海》13轮上星，《骄阳伴我》第5轮上星，而且是卫视黄金档！口碑、收视率、热度、网播齐高！《玉骨遥》原声台词火爆出圈，商业联名top1的剧集，时影角色热度历史第一，2023腾讯唯一卖全球网飞的古装剧！,2023-12-21 11:46
杨幂 ,2023-12-21 11:46
《逆水寒》顾惜朝二十年弹指一挥间，故人依旧，悲欢与共！,2023-12-21 11:45
任嘉伦的古装剧呀。《锦衣之下》，陆绎眼神开车出圈，“景有多假，情有多深”出圈。《周生如故》，BE美学天花板，任嘉伦饰演的周生辰已经成为一种情绪，只要下雪🌨️必cue周生辰，“雪落长安里，如故念周生”任嘉伦还有三部待播古装剧，志怪捉妖题材《无忧渡》，漫改热血男 任嘉伦的古装剧呀。《锦衣之下》，陆绎眼神开车出圈，“景有多假，情有多深”出圈。《周生如故》，BE美学天花板，任嘉伦饰演的周生辰已经成为一种情绪，只要下雪🌨️必cue周生辰，“雪落长安里，如故念周生”任嘉伦还有三部待播古装剧，志怪捉妖题材《无忧渡》，漫改热血男频《烈焰之武庚纪》，古装权谋大剧《流水迢迢》，一整个期待住了～时光如“流水”，奔流见明天～,2023-12-21 11:44
任嘉伦的落地权谋古装剧《流水迢迢》杀青了，期待明年快点播出,2023-12-21 11:41
这两天都在复盘老大的直播，老大花了5年的时间证明自己是个歌手，听他说再花5年时间证明自己是个演员，听到这个话我好心疼他，刘宇宁你只管往前走，我们是你的后盾！,2023-12-21 11:39
刘宇宁宁远舟lynlyn刘宇宁一念关山lynlyn🍻刘宇宁宁远舟🥤刘宇宁宁远舟🧃一定是我运气太好，才能遇到这么好的刘宇宁 ,2023-12-21 11:38
一念关山宁远舟，不做二选！！！刘宇宁魏劭。刘宇宁折腰。刘宇宁蝉女。刘宇宁小贝。刘宇宁燕子京。刘宇宁珠帘玉幕。,2023-12-21 11:38
#心中的古装剧Top1刘亦菲本人给每个角色都增添了很多色彩，她把人物演得顺畅舒服，真真切切之处，非常深入人心,2023-12-21 11:37
dl邓伦的香蜜凤凰，收视率1.301 网播量193.1亿。2018年江苏卫视年冠 央卫第九 最高单日播放量近5亿2018年剧集油管播放量年冠 韩国平台TVing中剧播放量历史第二。获第十四届首尔国际电视节最受欢迎海外戏剧奖。如今还在不断热播海外。实力派演员用作品说话。邓伦yydsdl邓伦的香蜜凤凰，收视率1.301 网播量193.1亿。2018年江苏卫视年冠 央卫第九 最高单日播放量近5亿2018年剧集油管播放量年冠 韩国平台TVing中剧播放量历史第二。获第十四届首尔国际电视节最受欢迎海外戏剧奖。如今还在不断热播海外。实力派演员用作品说话。邓伦yyds,2023-12-21 11:37
,2023-12-21 11:34
晴雅集博雅香蜜 旭凤一千零一夜宁采臣一千零一夜 展昭  邓伦简直就是古装剧的天选之子 ,2023-12-21 11:34
我本不想看结局的，因为知道主角团都死了，但还是忍不住看完了，看完发现其实可以接受这样的结局，死亡不是终点，也许就像结局最后的场景，他们依然在一起，他们都完成了各自的使命，脱离了六道，回到了该去的地方团聚了我本不想看结局的，因为知道主角团都死了，但还是忍不住看完了，看完发现其实可以接受这样的结局，死亡不是终点，也许就像结局最后的场景，他们依然在一起，他们都完成了各自的使命，脱离了六道，回到了该去的地方团聚了,2023-12-21 11:33
當然是長月燼明，滅世佛看世間瘋魔，內心慈悲不忍世人繼續遭受苦楚活在無解世間，兩派諸神皆愛世人，終放下對立，化身為人給世間最後機會，當人給予世間關愛，神便留下世間，當人只剩仇恨貪欲，神便收走一切使萬物重生；自我才是自己的明鏡，無論過往光明或黑暗、無論生命是否有盡頭 當然是長月燼明，滅世佛看世間瘋魔，內心慈悲不忍世人繼續遭受苦楚活在無解世間，兩派諸神皆愛世人，終放下對立，化身為人給世間最後機會，當人給予世間關愛，神便留下世間，當人只剩仇恨貪欲，神便收走一切使萬物重生；自我才是自己的明鏡，無論過往光明或黑暗、無論生命是否有盡頭，唯有活在當下戰勝恐懼、珍惜自我與萬物，這一刻便是永恆。,2023-12-21 11:32
我唯一的红衣少侠 ,2023-12-21 11:31
琅琊榜之风起长林！无论是剧情还是人设，都非常喜欢！虽然说可能剧情进展有点慢，但是从各种意义上我都觉得这部剧值得一看！ ,2023-12-21 11:30
❤️💙山河令！山河令！山河令！ ,2023-12-21 11:29
陈情令,2023-12-21 11:26
天下长河 ,2023-12-21 11:26
仔细想了一下好像很难在我心里去排名禹司凤、应渊、唐周、李相夷、李莲花到底谁可以在第一位。《琉璃》是成毅和二代果的定情之作，《沉香如屑》是成毅和三代果的定情之作，《莲花楼》是成毅和四代果的定情之作。以后会有更多而我呢，从乍见之欢到如今刻骨铭心，他们在我心中是不同时段的top1⃣️ 仔细想了一下好像很难在我心里去排名禹司凤、应渊、唐周、李相夷、李莲花到底谁可以在第一位。《琉璃》是成毅和二代果的定情之作，《沉香如屑》是成毅和三代果的定情之作，《莲花楼》是成毅和四代果的定情之作。以后会有更多而我呢，从乍见之欢到如今刻骨铭心，他们在我心中是不同时段的top1⃣️，都好喜欢,2023-12-21 11:25
陈情令,2023-12-21 11:25
今年看的所有剧里最好的古装剧是《军师联盟》，其次是《鹤唳华亭》，今年的新剧最喜欢的是《云襄传》。 ,2023-12-21 11:23
怎么没人说琅琊榜，庆余年 ,2023-12-21 11:21
,2023-12-21 11:19
任嘉伦 我心中的古装剧YYDS任嘉伦古装剧未来依旧可期 待播剧,2023-12-21 11:18
不知道从什么时候开始在人群中一眼找到你成了我最擅长的事情 ,2023-12-21 11:16
琅琊榜梅长苏，我苏哥哥的美强惨必须榜上有名 ,2023-12-21 11:16
今年当然是龚俊的韩烨啦 ,2023-12-21 11:15
在我心里就一念关山，有温情，有成长，有家国大义。。。。 ,2023-12-21 11:13
🌙✌️现在心中古装top1当然，热切期待罗云熙的颜心记和水龙吟,2023-12-21 11:13
邓伦旭凤，同一部剧但是每个角色栩栩如生，鲜明生动 ,2023-12-21 11:12
||刘宇宁宁远舟刘宇宁燕子京借用《一念关山》中的台词送给大家:不要看他从哪里来，要看他做了什么！刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁 ||刘宇宁宁远舟刘宇宁燕子京借用《一念关山》中的台词送给大家:不要看他从哪里来，要看他做了什么！刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥[虎爪比心]棚主[虎爪比心]lyn,2023-12-21 11:12
必须邓伦旭凤呀上星大爆古装剧,2023-12-21 11:09
鹤唳华亭 ,2023-12-21 11:09
影视剧简直是寒冬的“电子榨菜”，菜宝们快来分享一下你的top1古装剧吧～,2023-12-21 11:08
无论是《香蜜沉沉烬如霜》的锦觅，《沉香如屑》的颜淡，还是今年大爆的《长相思》一路成长，一路荆棘与繁花，走出了自己风景线。,2023-12-21 11:07
爱看，期待下一部男主剧,2023-12-21 11:07
甄嬛传 ,2023-12-21 11:07
人生就像车站，来去匆匆。有喜有悲，有聚有散。用生命买票，用时光做运载。我们都是无奈的乘客，💫摩登兄弟刘宇宁 刘宇宁💫🏵️一念关山宁远舟 ,2023-12-21 11:07
当然是玉骨遥！ ,2023-12-21 11:06
《山河令》yyds，无可替代cr见图源 ,2023-12-21 11:06
《周生如故》封神,2023-12-21 11:04
山河令永远的白月光 ,2023-12-21 11:04
,2023-12-21 11:03
我是,2023-12-21 11:02
🍊《山河令》YYDS ,2023-12-21 11:00
有的人可是丑不自知，美颜滤镜精修开到白花花，都看不清皮肤纹理，也敢号称，资本家硬捧的鼠精滚出去 ,2023-12-21 11:00
"给了“《仙剑奇侠传三》 霍建华 杨幂”,“《三生三世十里桃花》杨幂 赵又廷 ”,“《宫锁心玉》杨幂 “《古剑奇谭》杨幂 ,“《美人心计》林心如 杨幂 ”~",2023-12-21 11:00
还珠格格1 ,2023-12-21 10:59
我参与了中国网娱乐发起的投票【投票：大家心中的古装剧top1是哪一部？】，我投给了“陈情令”这个选项，你也快来表态吧,2023-12-21 10:59
,2023-12-21 10:59
这是媒体合作方对他的评价他值得！,2023-12-21 10:58
真诚而大义清澈而勇敢执着而坚毅还有盛世的美貌不掩饰不做作，属我心中最好的长意,2023-12-21 10:58
人，歌，戏都超爱，我得恭喜(*^_^*)自己中奖了吧宁哥的努力付出与进步是成正比的，未来只会越来越好，演技真的很棒，每次看到战损图或视频都会想哭，刘宇宁的宁远舟就是最好最棒最无可替代最独一无二的。ps： 人，歌，戏都超爱，我得恭喜(*^_^*)自己中奖了吧宁哥的努力付出与进步是成正比的，未来只会越来越好，演技真的很棒，每次看到战损图或视频都会想哭，刘宇宁的宁远舟就是最好最棒最无可替代最独一无二的。ps：真的很想试试老大的肩膀抱着是什么感觉，好宽好有安全感,2023-12-21 10:58
不得不承认。👍 论代表作，论爆剧，谁与争锋？杨幂爆剧女王，票房女神，时尚女王，代言女王，杨幂爆剧最多女演员杨幂，85后女演员一番收视和电影票房都是top1🏆 你说85后里还有谁有这样的实绩？ ,2023-12-21 10:58
好看 真好看,2023-12-21 10:57
他不是科班出身！但他一直在努力～,2023-12-21 10:57
梦华录YYDS，真的好喜欢梦华录啊 ,2023-12-21 10:56
一人千面的钟汉良期待,2023-12-21 10:56
dltop1？邓伦的剧在我心里都是top1啊！不一定要顶配，但是保证自己做到最好，这就是专业演员的素养和底气。,2023-12-21 10:56
《晴雅集》上映11天，票房4.52亿，博雅大人出场就那么惊艳，一身黑衣，打戏非常精彩，肌肉线条柔美！从妆造到道具，从演员的颜值到演技，精致，精心，用心！dl【邓伦·晴雅集·博雅】,2023-12-21 10:56
真诚而大义清澈而勇敢执着而坚毅还有盛世的美貌不掩饰不做作，是我心中最好的长意,2023-12-21 10:56
我只知道罗云熙的剧播成绩越来越好！,2023-12-21 10:54
当然是我伦的古装剧,2023-12-21 10:53
那当然是邓伦的《香蜜沉沉烬如霜》啦。红衣熠王，黑衣魔尊，深得我心。旭凤的一言一笑，一举一动，皆自然流露与呈现，不得不说，我伦的演技十分在线，让我追剧很有代入感。 ,2023-12-21 10:53
香蜜旭凤不只是我的心中第一,2023-12-21 10:50
。。刘宇宁燕子京🌻刘宇宁珠帘玉幕🌻刘宇宁魏劭🌻刘宇宁折腰🌻刘宇宁宁远舟🌻刘宇宁一念关山🌻刘宇宁卓不凡🌻刘宇宁天行健🌻刘宇宁帝林🌻刘宇宁紫川🌻摩登兄弟刘宇宁 ❦刘宇宁 ❧ 𝓛𝓎𝓃  ❧  。。刘宇宁燕子京🌻刘宇宁珠帘玉幕🌻刘宇宁魏劭🌻刘宇宁折腰🌻刘宇宁宁远舟🌻刘宇宁一念关山🌻刘宇宁卓不凡🌻刘宇宁天行健🌻刘宇宁帝林🌻刘宇宁紫川🌻摩登兄弟刘宇宁 ❦刘宇宁 ❧ 𝓛𝓎𝓃  ❧ 棚主 ❦ 宁哥,2023-12-21 10:49
。。刘宇宁宁远舟。刘宇宁一念关山。棚主。摩登兄弟刘宇宁。lyn。刘宇宁。宁哥。你就是最好的宁远舟！一念关山我心中的古装剧Top1刘宇宁魏劭。刘宇宁折腰。刘宇宁蝉女。刘宇宁 。。刘宇宁宁远舟。刘宇宁一念关山。棚主。摩登兄弟刘宇宁。lyn。刘宇宁。宁哥。你就是最好的宁远舟！一念关山我心中的古装剧Top1刘宇宁魏劭。刘宇宁折腰。刘宇宁蝉女。刘宇宁小贝。刘宇宁燕子京。刘宇宁珠帘玉幕。宁,2023-12-21 10:49
说我花心我喜欢挺多好剧说我不花心我只喜欢杨紫杨紫静心揣摩角色研究剧本投入感情的演绎才能让观众带入剧情最喜欢的香蜜沉沉烬如霜和长相思还有遗憾的白夭夭,2023-12-21 10:49
xz是风随心动，是光恋着影，时影的所有身姿，一动一静，都美的惊心动魄,2023-12-21 10:49
xz是风随心动，是光恋着影，时影的所有身姿，一动一静，都美的惊心动魄,2023-12-21 10:48
？？？ ,2023-12-21 10:48
杨紫演的剧每一个角色都各有特点爱锦觅、爱白夭夭、爱白漂亮颜淡更爱大王姬小夭，微博之夜投票其实可以搞个你最爱你喜爱的演员的哪个角色投票，我保证一碗水端平yz,2023-12-21 10:47
锦衣卫top1锦衣之下家国大义top1周生如故绝美鲛人top1与君初相识未来还有志怪top1无忧渡男频top1武庚记权谋top1流水迢迢有任嘉伦就能拥有top1 ,2023-12-21 10:47
永远的《山河令》。都被内鱼做成PPT当模板抄了,2023-12-21 10:46
"给了“《仙剑奇侠传三》 霍建华 杨幂”,“《三生三世十里桃花》杨幂 赵又廷 ”,“《宫锁心玉》杨幂 “《古剑奇谭》杨幂 ,“《美人心计》林心如 杨幂 ”~",2023-12-21 10:46
//:陈情令,2023-12-21 10:46
2023 年古装剧的Top1，非肖战主演的《玉骨遥》莫属！时影的扮演者肖战，在颜值、仪态、演技、台词、武打等各方面的表现都无与伦比，可谓是一枝独秀。此外，剧集在实景、特效等方面的表现也堪称一绝。在剧情方面，《玉骨遥》引人入胜，每个情节都环环相扣，让观众欲罢不能。总 2023 年古装剧的Top1，非肖战主演的《玉骨遥》莫属！时影的扮演者肖战，在颜值、仪态、演技、台词、武打等各方面的表现都无与伦比，可谓是一枝独秀。此外，剧集在实景、特效等方面的表现也堪称一绝。在剧情方面，《玉骨遥》引人入胜，每个情节都环环相扣，让观众欲罢不能。总之，《玉骨遥》是一部不可多得的古装佳作，非常值得一看！肖战饰演的时影，颜值俊美绝伦，360 度无死角，每一个角度都让人惊叹不已。他的仪态端庄大方，无论是站立、行走还是坐姿，都散发出一种高贵、清尘脱俗的气质，让观众惊呼：这简直是真神仙下凡！在演技方面，肖战的表演真实自然，他能够将时影的情感和内心世界完美地展现出来，让观众产生共鸣。他的台词功底也非常扎实，声音磁性而富有感染力，每一句话都能够打动人心。此外，时影的打戏更是如行云流水，他的仙法招式流畅自然，每一个动作都带着一种超凡脱俗的气质，让人仿佛看到了一位真正的仙人在战斗。他的仙法技能丰富多样，剑法、拳法、掌法、指法等样样精通。他能够根据不同的敌人和战斗场景，灵活运用各种仙法技能，制定出最佳的战斗策略。他的仙法技能不仅华丽壮观，而且实用有效。总之，肖战在颜值、仪态、演技、台词和打戏等方面都是顶级的，他的出色表现让人为之倾倒。因此，2023 年古装剧 Top1 必须是肖战主演的《玉骨遥》~,2023-12-21 10:45
杨幂内娱爆剧最多女演员。十一年作品连爆，爆款说起来十几部， 宫 三生三世十里桃花 仙剑三 古剑 小时代1234 翻译官。还有亮眼表现的 美人心计 北京爱情，还有电影票房73.8亿，其中一番24.9亿，85后女演员票房top,2023-12-21 10:45
邓伦的每一个古偶妆造都很好看！独一无二的丹凤眼伶俐俊秀，天生冷白皮精致的五官搭配各种古装造型更是眼前一亮，尽显古人英气飒爽的神韵，再加上优秀演技的加持，每一个人物都是独一无二的存在,2023-12-21 10:45
刘宇宁宁远舟🍻刘宇宁宁远舟🥤刘宇宁宁远舟🧃刘宇宁宁远舟🍺刘宇宁宁远舟刘宇宁一念关山刘宇宁宁远舟刘宇宁一念关山刘宇宁宁远舟刘宇宁一念关山#刘宇宁宁远舟 刘宇宁宁远舟🍻刘宇宁宁远舟🥤刘宇宁宁远舟🧃刘宇宁宁远舟🍺刘宇宁宁远舟刘宇宁一念关山刘宇宁宁远舟刘宇宁一念关山刘宇宁宁远舟刘宇宁一念关山刘宇宁宁远舟刘宇宁一念关山,2023-12-21 10:41
cy当然是我们应渊帝君啦！成毅黑发白发造型一个比一个吸引人，宠溺的哀伤的傲娇的眼神一个比一个牵动人心,2023-12-21 10:41
古装剧 《美人心计》绝对是古装剧里的佼佼者了，无论是演员，服化道具，还有剧情都可以堪称一绝，林心如颠覆形象的演技更是让人眼前一亮！这段戏演出了威严、委屈、亲和、释怀等多种元素，被周亚夫误会多年最终居然以这种方式结束，剧末更是起到统筹整个剧剧情结点。古装剧 《美人心计》绝对是古装剧里的佼佼者了，无论是演员，服化道具，还有剧情都可以堪称一绝，林心如颠覆形象的演技更是让人眼前一亮！这段戏演出了威严、委屈、亲和、释怀等多种元素，被周亚夫误会多年最终居然以这种方式结束，剧末更是起到统筹整个剧剧情结点。,2023-12-21 10:40
dltop1？邓伦的剧在我心里都是top1啊！香蜜旭凤，晴雅集博雅，楚乔传萧策，封神子虚部部经典，深入人心,2023-12-21 10:40
知否 ,2023-12-21 10:38
李相夷天下第一，李莲花长命百岁无论是少年得志天下第一的李相夷，还是放下一切救赎他人的李莲花，都演到了观众们的心坎里，今年暑期唯一网台双爆，口碑热度齐飞！成毅更是凭借对角色的出色诠释，高位入围电视剧男演员热度榜、口碑榜、角色热度榜！当之无愧 李相夷天下第一，李莲花长命百岁无论是少年得志天下第一的李相夷，还是放下一切救赎他人的李莲花，都演到了观众们的心坎里，今年暑期唯一网台双爆，口碑热度齐飞！成毅更是凭借对角色的出色诠释，高位入围电视剧男演员热度榜、口碑榜、角色热度榜！当之无愧的古装剧Top1,2023-12-21 10:37
陈情令，无论是构图、妆造、演员还是故事构架都非常经典，忘羡一曲远，曲终人不散。你还记得阿令里面的那些台词？,2023-12-21 10:37
知否知否！百看不腻 ,2023-12-21 10:37
那当然是一念关山。连法医都夸的好剧！嘎都嘎的特别专业！ ,2023-12-21 10:37
🌻🌻🌻早午好～刘宇宁✨ 摩登兄弟 ✨老大  ✨宁哥✨  棚主✨ lyn刘宇宁卓不凡刘宇宁天行健刘宇宁燕子京刘宇宁珠帘玉幕刘宇宁 🌻🌻🌻早午好～刘宇宁✨ 摩登兄弟 ✨老大  ✨宁哥✨  棚主✨ lyn刘宇宁卓不凡刘宇宁天行健刘宇宁燕子京刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁帝林刘宇宁紫川摩登兄弟刘宇宁💛刘宇宁💛宁哥💛棚主💛lyn,2023-12-21 10:35
心中的古装剧Top1，今年的古装剧真的好多！选不过来怎么办！我都爱！,2023-12-21 10:34
//最优秀的刘宇宁演绎了最完美的宁远舟，刘宇宁演技炸裂，超级喜欢，刘宇宁大红大紫！期待播出更多好剧。 ,2023-12-21 10:34
那必须是山河令，我们岭yyds,2023-12-21 10:33
山河令知否楚乔传花千骨 ,2023-12-21 10:32
2023年🈶️好多大热古装剧集，你是？欢迎在评论区补充～《长相思》杨紫 张晚意 邓为 檀健次《安乐传》迪丽热巴 龚俊《玉骨遥》肖战 任敏《莲花楼》成毅 曾舜晞《宁安如梦》白鹿 张凌赫《长月烬明》罗云熙 白鹿《一念关山》 刘诗诗 刘宇宁《云之羽》虞书欣 张凌赫 丞磊 卢 2023年🈶️好多大热古装剧集，你是？欢迎在评论区补充～《长相思》杨紫 张晚意 邓为 檀健次《安乐传》迪丽热巴 龚俊《玉骨遥》肖战 任敏《莲花楼》成毅 曾舜晞《宁安如梦》白鹿 张凌赫《长月烬明》罗云熙 白鹿《一念关山》 刘诗诗 刘宇宁《云之羽》虞书欣 张凌赫 丞磊 卢昱晓《长风渡》白敬亭 宋铁《乐游原》许凯 景甜,2023-12-21 10:32
山河令 ,2023-12-21 10:32
🌙✌️期待颜心记和水龙吟,2023-12-21 10:32
这个词条被丑货占领了吗？脏了my eyes ,2023-12-21 10:31
//:🌙✌️期待颜心记和水龙吟,2023-12-21 10:31
//:🌙✌️期待颜心记和水龙吟,2023-12-21 10:31
必须邓伦旭凤呀上星大爆古装剧，出圈男主,2023-12-21 10:30
山河令，我心中永远的神作！No.1 独一无二无可取代无与伦比的佳作！向每一个新认识的朋友力荐🍊 ,2023-12-21 10:30
都是童年啊,2023-12-21 10:30
刘宇宁 ,2023-12-21 10:29
最真诚的人走花路喽,2023-12-21 10:29
在当下，无有比肩《长月烬明》者。 ,2023-12-21 10:29
周生如故、锦衣之下、大唐荣耀……任嘉伦的剧都好好看！！！,2023-12-21 10:29
🌙✌️期待颜心记和水龙吟,2023-12-21 10:29
有很多啊《三生三世十里桃花》《千古玦尘》《天天有喜》《封神英雄》榜 《古剑奇谭》《活佛济公》 都是我们00后的童年啊,2023-12-21 10:29
cy好的打戏真的不单是拳拳到肉的招数动作漂亮潇洒自如就够了， 就是成毅老师这样的， 打戏也是为角色服务的  ，要符合角色的性格， 当下的心境情绪,2023-12-21 10:29
琅琊榜！ ,2023-12-21 10:28
香蜜沉沉烬如霜、天乩之白蛇传说、沉香如屑以及今年大爆的《长相思》，主演的每一部剧每一个角色在我心里都是top级别的存在期待紫妹待拍的作品《国色芳华》何惟芳yz,2023-12-21 10:28
//:🌙✌️期待颜心记和水龙吟,2023-12-21 10:28
天乩之白蛇传说、香蜜沉沉烬如霜、沉香如屑.沉香重华、长相思第一季等等，杨紫的古装剧在我心中都是num1，接下来期待长相思第二季和即将开拍的国色芳华。,2023-12-21 10:28
//:🌙✌️期待颜心记和水龙吟,2023-12-21 10:28
近些年的就是山河令啦 ,2023-12-21 10:28
成毅，古装男神，我心中的天下第一。cy成毅 英雄志 | 卢云 | 底线 | 周亦安 | 莲花楼 | 李莲花 | 李相夷 | 沉香如屑.沉香重华 | 应渊 | 唐周 | 玄夜 | 南风知我意 | 傅云深 | 狐妖小红娘王权篇 | 王权富贵 |,2023-12-21 10:26
🌙✌️现在心中古装top1当然长月烬明，期待罗云熙的颜心记和水龙吟,2023-12-21 10:26
莲花楼，近十年为数不多最好的武侠片,2023-12-21 10:26
琅琊榜，知否，甄嬛传，百看不厌！ ,2023-12-21 10:25
一念关山，宁远舟最棒 ,2023-12-21 10:25
必须是一念关山啊 ,2023-12-21 10:24
||刘宇宁宁远舟🌸刘宇宁燕子京🌸—————༄࿐宇宁✾͡ 同在ೄ೨ —————这几年，故事简单，遇见的你，我刚好喜欢 刘宇宁我爱你   没见过什么大世面，这一生，我都只爱刘宇宁这一张脸。刘宇宁，嘴甜是因 ||刘宇宁宁远舟🌸刘宇宁燕子京🌸—————༄࿐宇宁✾͡ 同在ೄ೨ —————这几年，故事简单，遇见的你，我刚好喜欢 刘宇宁我爱你   没见过什么大世面，这一生，我都只爱刘宇宁这一张脸。刘宇宁，嘴甜是因为心甜，心甜是因为你在里面摩登兄弟刘宇宁🌿刘宇宁🌿棚主🌿宁哥🌿lyn╲╱﹌╲╱﹌╲╱﹌╲╱﹌╲╱﹌🍓       🍓        🍓        🍓 刘宇宁燕子京🍝刘宇宁珠帘玉幕🍝刘宇宁魏劭|刘宇宁折腰🍝刘宇宁卓不凡|刘宇宁天行健🍝刘宇宁帝林|刘宇宁紫川 🍝,2023-12-21 10:24
肯定陆贞传奇和花千骨啦哈哈哈哈哈哈哈 ,2023-12-21 10:24
来和我一起看香蜜吧，来看凤凰吃醋,2023-12-21 10:24
我老大,2023-12-21 10:23
当然是《玉骨遥》👆还记得多少人希望肖战出演自己的“房子”嘛思咪玛塞，他是我的顶梁柱咯,2023-12-21 10:23
书必择而读，人必择而交，言必择而听，早～～ ,2023-12-21 10:22
那必须的，山河令啊。 ,2023-12-21 10:22
必须是优酷史冠《长月烬明》罗云熙古装的神 ,2023-12-21 10:22
我是来找神探狄仁杰的） ,2023-12-21 10:21
罗云熙长月烬明 ,2023-12-21 10:21
走不出莲花楼了成毅唱《人世太匆忙》我从开头啦啦啦就开始流泪…… 他的声音平静温暖地娓娓道来，竟然有种禅意。如果绝笔信是李相夷和江湖告别，这首歌就是李莲花在向莲络人告别。他微微一笑，挥一挥衣袖说，去去重去去，来时是来时，人世太匆忙，不过是孤身走一趟。不要追，也 走不出莲花楼了成毅唱《人世太匆忙》我从开头啦啦啦就开始流泪…… 他的声音平静温暖地娓娓道来，竟然有种禅意。如果绝笔信是李相夷和江湖告别，这首歌就是李莲花在向莲络人告别。他微微一笑，挥一挥衣袖说，去去重去去，来时是来时，人世太匆忙，不过是孤身走一趟。不要追，也不必送……,2023-12-21 10:21
山河令，温周。。yyds！！！,2023-12-21 10:21
